Gene start (bp),Gene end (bp),Gene name,Transcript start (bp),Transcript end (bp)
105458227,105469629,Gm19757,105458227,105469629
31903234,31918558,Pigx,31903234,31918558
31903234,31918558,Pigx,31903238,31906973
31903234,31918558,Pigx,31903242,31918522
31903234,31918558,Pigx,31903242,31918556
31903234,31918558,Pigx,31903256,31918546
31903234,31918558,Pigx,31903277,31918525
31903234,31918558,Pigx,31904106,31918511
31903234,31918558,Pigx,31906114,31918514
31903234,31918558,Pigx,31906320,31918518
31903234,31918558,Pigx,31911160,31916343
31903234,31918558,Pigx,31915862,31918529
31903234,31918558,Pigx,31903236,31918545
149217928,149218033,5S_rRNA,149217928,149218033
149219562,149224678,Gm19719,149219562,149224678
105508481,105508788,Gm4602,105508481,105508788
105650025,105654542,Gm15631,105650025,105654542
124332970,124338409,Pitpnm2os2,124332970,124333890
124332970,124338409,Pitpnm2os2,124333023,124338409
124332970,124338409,Pitpnm2os2,124333705,124336171
128385563,128386682,Gm9176,128385563,128386682
128393635,128401856,Pa2g4,128393635,128401803
128393635,128401856,Pa2g4,128393637,128401856
128393635,128401856,Pa2g4,128399021,128401738
124367788,124375200,Pitpnm2os1,124367788,124375200
131261351,131270207,Magohb,131261351,131270207
131261351,131270207,Magohb,131261476,131262836
131261351,131270207,Magohb,131261486,131270094
131261351,131270207,Magohb,131261568,131269223
131261351,131270207,Magohb,131261628,131266639
131261351,131270207,Magohb,131261664,131270114
131261351,131270207,Magohb,131265140,131270114
124375787,124376498,Gm42425,124375787,124376498
149291101,149317061,BC028471,149291101,149317061
149291101,149317061,BC028471,149292511,149300199
149291101,149317061,BC028471,149292513,149309782
149291101,149317061,BC028471,149292728,149315951
149291101,149317061,BC028471,149300165,149317061
149291101,149317061,BC028471,149300177,149300998
163246212,163248878,Gm15211,163246212,163248878
127485013,127490142,Prss53,127485013,127490142
127485013,127490142,Prss53,127485265,127490139
85087805,85090919,Samt3,85087805,85090919
8011668,8014203,Rbm3os,8011668,8014203
8011668,8014203,Rbm3os,8012156,8013915
110324567,110374336,Golga3,110324567,110374336
110324567,110374336,Golga3,110324723,110334366
110324567,110374336,Golga3,110324745,110332432
110324567,110374336,Golga3,110324745,110371067
110324567,110374336,Golga3,110324763,110336279
85235370,85239553,Nr0b1,85235370,85239553
163289323,163322748,Asb9,163289323,163322748
131268566,131269301,Gm44958,131268566,131269301
131276105,131330560,Styk1,131276105,131290790
131276105,131330560,Styk1,131277096,131293361
131276105,131330560,Styk1,131288155,131330560
131276105,131330560,Styk1,131315321,131330557
131276105,131330560,Styk1,131328940,131330560
31902119,31923855,Timm23,31902119,31923855
31902119,31923855,Timm23,31902175,31913914
31902119,31923855,Timm23,31902248,31923826
31902119,31923855,Timm23,31902454,31923803
31902119,31923855,Timm23,31902464,31923803
31902119,31923855,Timm23,31913244,31923785
31902119,31923855,Timm23,31915650,31923810
31902119,31923855,Timm23,31920781,31923836
163646603,163646879,Gm15216,163646603,163646879
84420631,84455803,Entpd5,84420649,84455803
84420631,84455803,Entpd5,84420652,84455788
84420631,84455803,Entpd5,84423451,84447708
84420631,84455803,Entpd5,84423783,84447659
84420631,84455803,Entpd5,84427132,84432184
84420631,84455803,Entpd5,84450176,84455758
84420631,84455803,Entpd5,84420631,84452250
84420631,84455803,Entpd5,84420631,84452250
85293860,85348699,Mageb4,85293860,85299825
85293860,85348699,Mageb4,85293862,85348699
85314318,85315962,Gm8839,85314318,85315962
85343528,85344934,Mageb10-ps,85343528,85344934
85359689,85362302,Gm8844,85359689,85362302
85371509,85372541,Mageb8-ps,85371509,85372541
85388429,85389451,Gm41,85388429,85389451
31918618,31926887,Cep19,31918618,31926887
31918618,31926887,Cep19,31918770,31926869
31918618,31926887,Cep19,31922696,31926873
19116145,19126643,Gm26852,19116145,19126643
85414405,85415436,Mageb6-ps,85414405,85415436
19120568,19120642,Mir343,19120568,19120642
127485399,127494626,Gm21974,127485399,127494626
24651856,24652200,Gm28438,24651856,24652200
85431603,85432158,Gm18438,85431603,85432158
24652270,24653052,Gm28437,24652270,24653052
28524642,28531672,Ech1,28524642,28529567
28524642,28531672,Ech1,28524642,28531672
28524642,28531672,Ech1,28524774,28526081
28524642,28531672,Ech1,28525383,28530658
28524642,28531672,Ech1,28525629,28531672
28524642,28531672,Ech1,28529576,28531672
28524642,28531672,Ech1,28530676,28531672
85441810,85442850,Mageb7-ps,85441810,85442850
85449734,85449852,5S_rRNA,85449734,85449852
8020711,8042420,Tbc1d25,8020711,8042420
8020711,8042420,Tbc1d25,8020722,8042197
8020711,8042420,Tbc1d25,8020730,8042130
8020711,8042420,Tbc1d25,8020711,8042420
8020711,8042420,Tbc1d25,8020711,8042420
160046744,160620781,Rabgap1l,160046744,160179141
160046744,160620781,Rabgap1l,160053612,160059437
160046744,160620781,Rabgap1l,160054128,160079013
160046744,160620781,Rabgap1l,160054180,160134909
160046744,160620781,Rabgap1l,160054230,160114908
160046744,160620781,Rabgap1l,160064225,160075568
160046744,160620781,Rabgap1l,160064248,160269474
160046744,160620781,Rabgap1l,160075552,160078328
160046744,160620781,Rabgap1l,160084142,160136741
160046744,160620781,Rabgap1l,160084503,160269437
160046744,160620781,Rabgap1l,160084775,160620516
160046744,160620781,Rabgap1l,160111452,160115095
160046744,160620781,Rabgap1l,160116175,160120931
160046744,160620781,Rabgap1l,160117889,160135347
160046744,160620781,Rabgap1l,160269170,160281343
160046744,160620781,Rabgap1l,160500021,160620508
160046744,160620781,Rabgap1l,160563218,160620781
31927683,31932561,Gm15729,31927683,31932561
128395070,128395188,,128395070,128395188
128403392,128425521,Erbb3,128403392,128425521
31961603,31984412,Nrros,31961603,31984403
31961603,31984412,Nrros,31961613,31966699
31961603,31984412,Nrros,31961613,31984294
31961603,31984412,Nrros,31961613,31984375
31961603,31984412,Nrros,31961643,31984312
31961603,31984412,Nrros,31963500,31984412
31961603,31984412,Nrros,31963645,31966936
31961603,31984412,Nrros,31963692,31984300
31961603,31984412,Nrros,31966370,31984275
31961603,31984412,Nrros,31961643,31984294
131341818,131365439,Ybx3,131341818,131365401
131341818,131365439,Ybx3,131341818,131365439
131341818,131365439,Ybx3,131342053,131355204
131341818,131365439,Ybx3,131342063,131345981
131341818,131365439,Ybx3,131353125,131355465
10405013,10416377,Zfand1,10405013,10416377
10405013,10416377,Zfand1,10405015,10409787
10405013,10416377,Zfand1,10405679,10416373
10405013,10416377,Zfand1,10405742,10416377
10405013,10416377,Zfand1,10405877,10413685
10405013,10416377,Zfand1,10409718,10411271
10405013,10416377,Zfand1,10410992,10416374
10405013,10416377,Zfand1,10415551,10416376
78363456,78379471,Il2rb,78363456,78379471
78363456,78379471,Il2rb,78365524,78377956
20844307,20846628,Gm30108,20844307,20846628
31913811,31914007,Gm23946,31913811,31914007
52499216,52517002,Rab2b,52499216,52517002
52499216,52517002,Rab2b,52499223,52516755
52499216,52517002,Rab2b,52499226,52506563
52499216,52517002,Rab2b,52499228,52516796
52499216,52517002,Rab2b,52501167,52516131
52499216,52517002,Rab2b,52501167,52516698
52499216,52517002,Rab2b,52501167,52516698
52499216,52517002,Rab2b,52502207,52512946
25649141,25649249,Mir8108,25649141,25649249
109907220,110214129,Sbf2,109907220,110214129
109907220,110214129,Sbf2,109908605,110213968
109907220,110214129,Sbf2,109919948,109939492
109907220,110214129,Sbf2,109929140,109961352
109907220,110214129,Sbf2,109938391,109951448
109907220,110214129,Sbf2,109940534,109963793
109907220,110214129,Sbf2,109976463,110214121
109907220,110214129,Sbf2,109976774,110214103
109907220,110214129,Sbf2,110021654,110041500
109907220,110214129,Sbf2,110024833,110214089
109907220,110214129,Sbf2,110040494,110214112
109907220,110214129,Sbf2,110040681,110062139
109907220,110214129,Sbf2,110046158,110048927
109907220,110214129,Sbf2,110062083,110213968
109907220,110214129,Sbf2,109907229,110214127
25792666,25796286,5430421F17Rik,25792666,25796286
25792666,25796286,5430421F17Rik,25792996,25796221
94078471,94106353,Ces1h,94078471,94106353
31998641,32005790,Bex6,31998641,32005790
31998641,32005790,Bex6,32002752,32005761
31998641,32005790,Bex6,32005004,32005767
32048930,32065976,Fbxo45,32048930,32065976
25889036,25917452,Gm39147,25889036,25917452
25889036,25917452,Gm39147,25916868,25917332
32062530,32062673,Gm25848,32062530,32062673
94090251,94157677,Gm45765,94090251,94157677
94090251,94157677,Gm45765,94150169,94157113
32066045,32075901,Wdr53,32066045,32075571
32066045,32075901,Wdr53,32066071,32075901
32066045,32075901,Wdr53,32066219,32070978
32066045,32075901,Wdr53,32066045,32075892
25905135,25919240,Gm30978,25905135,25919240
94125533,94130536,Gm45764,94125533,94130536
94142165,94154256,Gm30132,94142165,94154256
94142165,94154256,Gm30132,94149769,94153971
94142165,94154256,Gm30132,94149769,94154027
85784476,87159251,Il1rapl1,85784476,87159251
85784476,87159251,Il1rapl1,85812724,87159251
85784476,87159251,Il1rapl1,85790848,86933841
94157103,94163802,Gm45766,94157103,94163802
94202956,94213375,Gm53022,94202956,94213375
3658421,3671316,Xab2,3658421,3671305
3658421,3671316,Xab2,3660087,3671316
3658421,3671316,Xab2,3660090,3671302
3658421,3671316,Xab2,3664317,3671270
3658421,3671316,Xab2,3665995,3671282
128420306,128420366,Mir6917,128420306,128420366
128431484,128434492,Gm47540,128431484,128434492
128451270,128451908,Gm9182,128451270,128451908
32086268,32086401,Mir1946a,32086268,32086401
55212738,55212844,Gm25132,55212738,55212844
55238262,55240393,Gm19817,55238262,55240393
32090286,32093599,Smco1,32090286,32093599
55284878,55310543,Gm9831,55284878,55310543
55284878,55310543,Gm9831,55287687,55308445
60113449,60138376,Psap,60113449,60138373
60113449,60138376,Psap,60120283,60138376
60113449,60138376,Psap,60113450,60138376
60113449,60138376,Psap,60113450,60138376
60113449,60138376,Psap,60113450,60138376
72075468,72171268,Clip4,72075468,72110669
72075468,72171268,Clip4,72076686,72098766
72075468,72171268,Clip4,72076686,72113816
72075468,72171268,Clip4,72076686,72171081
72075468,72171268,Clip4,72076686,72171085
72075468,72171268,Clip4,72076693,72110947
72075468,72171268,Clip4,72076695,72157159
72075468,72171268,Clip4,72076697,72157157
72075468,72171268,Clip4,72076706,72156947
72075468,72171268,Clip4,72076738,72157158
72075468,72171268,Clip4,72088294,72171205
72075468,72171268,Clip4,72088942,72163771
72075468,72171268,Clip4,72089612,72164537
72075468,72171268,Clip4,72117880,72165345
72075468,72171268,Clip4,72134350,72163772
72075468,72171268,Clip4,72134993,72163771
72075468,72171268,Clip4,72135502,72157146
72075468,72171268,Clip4,72138061,72163337
72075468,72171268,Clip4,72163281,72171268
32096277,32120252,Rnf168,32096277,32108012
32096277,32120252,Rnf168,32096279,32119724
32096277,32120252,Rnf168,32096279,32120252
55369406,55379631,Gm21954,55369406,55379631
55391209,55394601,Gm42607,55391209,55394601
55424990,55427007,Gm42608,55424990,55427007
55455867,55455973,U6,55455867,55455973
55482342,55484694,Gm43548,55482342,55484694
78407546,78415616,C1qtnf6,78407546,78413825
78407546,78415616,C1qtnf6,78407546,78413825
78407546,78415616,C1qtnf6,78407548,78413792
78407546,78415616,C1qtnf6,78411428,78413827
78407546,78415616,C1qtnf6,78411594,78415616
10431967,10493916,Chmp4c,10431967,10460397
10431967,10493916,Chmp4c,10432018,10493916
155126503,155129879,Gm10564,155126503,155129879
155151473,155156890,Pex10,155151473,155156890
155151473,155156890,Pex10,155151511,155153338
155151473,155156890,Pex10,155151514,155156638
155151473,155156890,Pex10,155151516,155152480
155151473,155156890,Pex10,155151516,155153573
85836080,85836389,Gm14775,85836080,85836389
86716598,86717475,Gm8855,86716598,86717475
86814945,86815958,Gm14776,86814945,86815958
149291941,149354147,Gm20488,149291941,149354147
32144999,32145513,Gm8387,32144999,32145513
86942811,86943094,Gm24812,86942811,86943094
32151075,32212565,Ubxn7,32151075,32171881
32151075,32212565,Ubxn7,32151075,32212565
32151075,32212565,Ubxn7,32151083,32181118
32151075,32212565,Ubxn7,32151086,32206713
149322955,149324592,Gm43152,149322955,149324592
87079977,87080512,Gm14774,87079977,87080512
110354446,110355153,Gm43138,110354446,110355153
55485526,55490151,Gm43549,55485526,55490151
110378474,110379067,Gm43137,110378474,110379067
78415309,78416997,Gm49490,78415309,78416997
87236223,87236329,Gm25006,87236223,87236329
136375885,136643488,Ppp3ca,136375885,136503599
136375885,136643488,Ppp3ca,136375885,136643488
136375885,136643488,Ppp3ca,136376531,136641540
136375885,136643488,Ppp3ca,136540454,136587261
136375885,136643488,Ppp3ca,136586195,136588841
136375885,136643488,Ppp3ca,136593710,136595747
136375885,136643488,Ppp3ca,136608094,136634299
136375885,136643488,Ppp3ca,136608910,136611420
149335214,149355188,Medag,149335214,149355188
149335214,149355188,Medag,149335237,149346467
149335214,149355188,Medag,149337305,149355167
87432165,87432506,Gm8858,87432165,87432506
78421208,78428885,Sstr3,78421208,78428885
78421208,78428885,Sstr3,78424383,78427241
87437560,87437870,Gm14793,87437560,87437870
87615657,87616666,Gm8864,87615657,87616666
87656963,87657433,Gm14795,87656963,87657433
131357236,131357369,Gm22362,131357236,131357369
87728370,87728627,Gm14792,87728370,87728627
131409016,131410874,Gm18688,131409016,131410874
87773434,87775878,Ppp4r3c-ps,87773434,87775878
131463363,131468456,Gm6619,131463363,131468456
87793058,87793249,Gm14794,87793058,87793249
8051568,8059751,Ebp,8051568,8059751
8051568,8059751,Ebp,8051570,8053413
8051568,8059751,Ebp,8052987,8059639
8051568,8059751,Ebp,8056114,8059137
85123363,85557432,Sh3gl2,85123678,85307617
85123363,85557432,Sh3gl2,85123363,85317766
85123363,85557432,Sh3gl2,85123706,85557432
85123363,85557432,Sh3gl2,85123772,85295928
85123363,85557432,Sh3gl2,85294578,85305841
131463363,131530726,5430401F13Rik,131520725,131530726
131463363,131530726,5430401F13Rik,131463363,131530720
78438608,78439048,Gm6723,78438608,78439048
78443367,78456983,Rac2,78443367,78456983
78443367,78456983,Rac2,78446095,78449172
78443367,78456983,Rac2,78449660,78456981
131509885,131509994,,131509885,131509994
131562073,131567224,Gm16571,131562073,131567224
131562073,131567224,Gm16571,131562095,131566218
131585264,131585834,Hmgb1l,131585264,131585834
58959967,58962177,C630044B11Rik,58959967,58962177
131590651,131590763,Gm43943,131590651,131590763
58972032,58974808,Gm47423,58972032,58974808
131606786,131607875,Tas2r130,131606786,131607875
59202710,59231907,4930415C11Rik,59202710,59231907
59223254,59226110,Gm34245,59223254,59226110
59292071,59293642,Gm34307,59292071,59293642
131636081,131637112,Tas2r107,131636081,131637112
87799180,87800301,Gm8876,87799180,87800301
59293687,59352141,Gm34354,59293687,59334527
59293687,59352141,Gm34354,59293773,59313661
59293687,59352141,Gm34354,59293773,59331086
59293687,59352141,Gm34354,59295642,59344711
59293687,59352141,Gm34354,59338792,59352141
59293687,59352141,Gm34354,59341624,59349398
87803077,87803918,Gm27000,87803077,87803918
131654923,131655849,Tas2r106,131654923,131655849
87803080,87803159,Mir1906-2,87803080,87803159
87803265,87803361,,87803265,87803361
59318447,59330630,Gm47359,59318447,59330557
59318447,59330630,Gm47359,59328111,59330630
131661799,131662707,Tas2r104,131661799,131662707
87941302,87942112,Gm5759,87941302,87942112
88002823,88003276,Gm8880,88002823,88003276
78458611,78465816,Gm36738,78458611,78465816
88048976,88049248,Gm16412,88048976,88049248
131663495,131664458,Tas2r105,131663495,131664458
59359436,59364986,Gm34558,59359436,59364986
88102982,88104147,Gm14791,88102982,88104147
59383564,59403225,Gm34672,59383564,59403225
78481247,78506219,Cyth4,78481247,78506219
78481247,78506219,Cyth4,78481253,78489398
78481247,78506219,Cyth4,78481274,78505055
78481247,78506219,Cyth4,78481304,78495685
78481247,78506219,Cyth4,78481318,78492404
78481247,78506219,Cyth4,78481342,78487210
78481247,78506219,Cyth4,78481342,78489083
78481247,78506219,Cyth4,78481342,78490087
78481247,78506219,Cyth4,78481342,78495741
78481247,78506219,Cyth4,78481342,78496697
78481247,78506219,Cyth4,78481349,78503318
78481247,78506219,Cyth4,78489997,78492407
78481247,78506219,Cyth4,78495433,78503321
88130702,88131660,Gm14796,88130702,88131660
59442633,59478057,Gm47360,59442633,59478057
59442633,59478057,Gm47360,59471321,59474611
59442633,59478057,Gm47360,59474497,59477830
88154623,88156102,Gm14797,88154623,88156102
3665529,3665855,7SK,3665529,3665855
131666097,131667026,Tas2r114,131666097,131667026
88324724,88325777,Gm649,88324724,88325777
94225692,94262458,Ces5a,94225692,94262335
94225692,94262458,Ces5a,94225841,94233396
94225692,94262458,Ces5a,94226007,94240161
94225692,94262458,Ces5a,94228046,94240187
94225692,94262458,Ces5a,94249783,94262458
94225692,94262458,Ces5a,94226006,94262335
32219324,32227045,Tm4sf19,32219324,32227045
88380225,88380839,Gm18439,88380225,88380839
131857631,131857840,Gm43973,131857631,131857840
131917899,131918582,Gm43974,131917899,131918582
59553300,59557115,Gm34721,59553300,59557115
88440717,88441056,Gm14805,88440717,88441056
20886728,20893453,Plau,20886728,20893453
20886728,20893453,Plau,20886792,20892587
149346828,149348564,Gm43151,149346828,149348564
132032366,132033476,Prb3-ps,132032366,132033476
163719165,163763371,Mospd2,163719165,163763371
163719165,163763371,Mospd2,163719314,163763293
163719165,163763371,Mospd2,163721205,163763331
163719165,163763371,Mospd2,163738830,163763324
163719165,163763371,Mospd2,163738835,163763324
163719165,163763371,Mospd2,163743914,163763321
163719165,163763371,Mospd2,163747684,163763323
